iteration,hub upper bound,hub lower bound,spoke bound
1,,,
2,inf,46331.87,46331.87
3,inf,46331.87,47039.17
4,inf,47039.17,47748.03
5,inf,47748.03,48003.38999999999
6,inf,48003.38999999999,48264.539999999986
7,inf,48264.539999999986,48807.224444266474
8,inf,48807.224444266474,49126.50999999997
9,inf,49126.50999999997,49348.70999999996
10,inf,49348.70999999996,49488.20999999999
11,inf,49488.20999999999,49636.874886898804
12,inf,49636.874886898804,49962.36
13,inf,49962.36,50069.84
14,inf,50069.84,50074.329999999994
15,inf,50074.329999999994,50362.749999999985
16,inf,50362.749999999985,50648.09
17,59803.07,50648.09,50774.479999999996
18,59803.07,50774.479999999996,51081.17
19,59803.07,51081.17,51210.52
20,59803.07,51210.52,51123.64870967742
21,59803.07,51210.52,51463.6736115071
22,59803.07,51463.6736115071,51357.26
23,59803.07,51463.6736115071,51594.6653230769
24,59803.07,51594.6653230769,51540.85999999997
25,59803.07,51594.6653230769,51598.21999999999
26,59803.07,51598.21999999999,51700.649999999994
27,59803.07,51700.649999999994,51943.96999999999
28,59803.07,51943.96999999999,52339.41999999998
29,59803.07,52339.41999999998,52155.83724137928
30,59803.07,52339.41999999998,52295.219999999994
31,59803.07,52339.41999999998,52380.819814680144
32,59803.07,52339.41999999998,52562.92999999992
33,59803.07,52380.819814680144,52605.659999999974
34,59228.05,52605.659999999974,52530.11996353919
35,59228.05,52605.659999999974,52822.95999999999
36,59228.05,52605.659999999974,52840.18012476188
37,59228.05,52840.18012476188,52839.34010628083
38,59228.05,52840.18012476188,52767.34097067661
39,59228.05,52840.18012476188,52834.31991650216
40,59228.05,52840.18012476188,53077.38481794258
41,59228.05,53077.38481794258,53315.67990677493
42,59228.05,53315.67990677493,53246.90500369111
43,59228.05,53315.67990677493,53373.00003342996
44,59228.05,53373.00003342996,53326.01827423596
45,59228.05,53373.00003342996,53185.660083963965
46,59228.05,53373.00003342996,53191.53990629414
47,59228.05,53373.00003342996,53204.42008118486
48,59228.05,53373.00003342996,53233.88009338291
49,59228.05,53373.00003342996,53335.09037673898
50,59228.05,53373.00003342996,53369.106201556904
51,59228.05,53373.00003342996,53389.15706052608
52,59228.05,53389.15706052608,53737.89643339604
53,59228.05,53737.89643339604,53740.87201625618
54,59228.05,53740.87201625618,53753.229944508574
55,59228.05,53740.87201625618,53713.94992675013
56,59228.05,53740.87201625618,53664.49987923094
57,59228.05,53740.87201625618,53900.04004443766
58,59228.05,53900.04004443766,53825.56988202395
59,59228.05,53900.04004443766,53909.94989491729
60,59228.05,53900.04004443766,53596.38987294807
61,59228.05,53909.94989491729,53551.430031168726
62,59228.05,53909.94989491729,53819.120027731
63,59228.05,53909.94989491729,54214.48991404583
64,59228.05,54214.48991404583,53987.60811953995
65,59228.05,54214.48991404583,54031.00989634925
66,59228.05,54214.48991404583,54012.99999581806
67,59228.05,54214.48991404583,54057.55992811106
68,59228.05,54214.48991404583,54200.69200297633
69,59228.05,54214.48991404583,54104.403075786875
70,59228.05,54214.48991404583,54318.15989559436
71,59228.05,54318.15989559436,54281.072393107934
72,59228.05,54318.15989559436,54335.260012888204
73,59228.05,54335.260012888204,54307.11287583353
74,59228.05,54335.260012888204,54287.07997256138
75,59228.05,54335.260012888204,54349.419978114965
76,59228.05,54349.419978114965,54311.81999814639
77,59228.05,54349.419978114965,54698.769892635624
78,59228.05,54698.769892635624,54486.839903267966
79,59228.05,54698.769892635624,54286.34989932454
80,59228.05,54698.769892635624,54387.0000243533
81,59228.05,54698.769892635624,54562.00992068895
82,59228.05,54698.769892635624,54569.548438361606
83,59228.05,54698.769892635624,54364.29997156543
84,59228.05,54698.769892635624,54443.97878601108
85,59228.05,54698.769892635624,54735.860037237275
86,59228.05,54735.860037237275,54633.023076673104
87,59228.05,54735.860037237275,54841.05014057133
88,59228.05,54841.05014057133,54814.20995591012
89,59228.05,54841.05014057133,54725.22417381656
90,59228.05,54841.05014057133,54714.76990284924
91,59228.05,54841.05014057133,54722.660037865266
92,59228.05,54841.05014057133,54610.45004698648
93,59228.05,54841.05014057133,54810.220025901006
94,59228.05,54841.05014057133,54674.90002398391
95,59228.05,54841.05014057133,54362.599909100834
96,59228.05,54841.05014057133,54523.963074015315
97,59228.05,54841.05014057133,54766.340028272774
98,59228.05,54841.05014057133,54864.31780615551
99,59228.05,54864.31780615551,55036.239883171795
100,59228.05,55036.239883171795,54936.87001352157
101,59228.05,55036.239883171795,55061.15977935118
102,59228.05,55061.15977935118,55074.27000332838
103,59228.05,55074.27000332838,55088.645414833794
104,59228.05,55074.27000332838,55069.55991545259
105,59228.05,55074.27000332838,54980.77999000086
106,59228.05,55074.27000332838,55230.19608507623
107,59228.05,55230.19608507623,55233.729987257284
108,59228.05,55230.19608507623,54897.03002853236
109,59228.05,55233.729987257284,54986.44010820379
110,59228.05,55233.729987257284,55230.26989847096
111,59228.05,55233.729987257284,55415.679929287035
112,59228.05,55233.729987257284,55143.70459130659
113,59228.05,55233.729987257284,55099.0196073958
114,59228.05,55233.729987257284,55122.87009220834
115,59228.05,55233.729987257284,55277.38004243869
116,59228.05,55277.38004243869,55112.36007289723
117,59228.05,55277.38004243869,55143.680100007114
118,59228.05,55277.38004243869,55277.210015842524
119,59228.05,55277.38004243869,55400.53002244351
120,59228.05,55400.53002244351,55222.620025111195
121,59228.05,55400.53002244351,55153.69007609615
122,59228.05,55400.53002244351,55347.72003500033
123,59228.05,55400.53002244351,55520.839909989205
124,59228.05,55520.839909989205,55274.5099363145
125,59228.05,55520.839909989205,55397.910005172904
126,59228.05,55520.839909989205,55470.629920472595
127,59228.05,55520.839909989205,55507.70907936881
128,59228.05,55520.839909989205,55438.4099561752
129,59228.05,55520.839909989205,55549.3700200209
130,59228.05,55549.3700200209,55353.92910988376
131,59228.05,55549.3700200209,55249.0299603633
132,59228.05,55549.3700200209,55490.219892621375
133,59228.05,55549.3700200209,55843.750039227794
134,59228.05,55549.3700200209,55573.4975200725
135,59228.05,55573.4975200725,55500.2399104697
136,59228.05,55573.4975200725,55699.2477480005
137,59228.05,55699.2477480005,55600.23004458608
138,59228.05,55699.2477480005,55739.060022080375
139,59228.05,55739.060022080375,55594.12999753847
140,59228.05,55739.060022080375,55768.599936975465
141,59228.05,55768.599936975465,55599.54001106118
142,59228.05,55768.599936975465,55588.71999191725
143,59228.05,55768.599936975465,55985.030005104185
144,59228.05,55985.030005104185,55821.09853836221
145,59228.05,55985.030005104185,55812.59995596384
146,59228.05,55985.030005104185,55723.820023580294
147,59228.05,55985.030005104185,55878.350040264675
148,59228.05,55985.030005104185,55711.79429956067
149,59228.05,55985.030005104185,55894.97199062173
150,59228.05,55985.030005104185,55857.19551549075
151,59228.05,55985.030005104185,55828.318061676655
152,59228.05,55985.030005104185,56038.42008210957
153,59228.05,56038.42008210957,55980.799910711874
154,59228.05,56038.42008210957,55874.400047314266
155,59228.05,56038.42008210957,55962.22319391755
156,59228.05,56038.42008210957,55927.372170735136
157,59228.05,56038.42008210957,55715.2200085788
158,59228.05,56038.42008210957,55693.37999903828
159,59228.05,56038.42008210957,56005.980024739176
160,59228.05,56038.42008210957,55972.51997582812
161,59228.05,56038.42008210957,56177.50000218676
162,59228.05,56177.50000218676,56350.317738307276
163,59228.05,56177.50000218676,56043.96997264197
164,59228.05,56350.317738307276,56125.61836685868
165,59228.05,56350.317738307276,56043.74988336026
166,59228.05,56350.317738307276,55998.22990920721
167,59228.05,56350.317738307276,55928.40993384855
168,59228.05,56350.317738307276,55991.43993100738
169,59228.05,56350.317738307276,56147.07463850432
170,59228.05,56350.317738307276,56141.35856845392
171,59228.05,56350.317738307276,56005.08003249906
172,59228.05,56350.317738307276,55876.92002860499
173,59228.05,56350.317738307276,56029.56988010486
174,59228.05,56350.317738307276,56198.71008958336
175,59228.05,56350.317738307276,55952.87990881353
176,59228.05,56350.317738307276,56132.2400464438
177,59228.05,56350.317738307276,56197.43220685191
178,59228.05,56350.317738307276,56304.79993968742
179,59228.05,56350.317738307276,56245.8201025282
180,59228.05,56350.317738307276,56262.24000976943
181,59228.05,56350.317738307276,56276.86998814524
182,59228.05,56350.317738307276,56231.60291899774
183,59228.05,56350.317738307276,56103.67004229515
184,59228.05,56350.317738307276,55908.84110412201
185,59228.05,56350.317738307276,56185.80000352331
186,59228.05,56350.317738307276,56508.36994349757
187,59228.05,56508.36994349757,56330.93199981517
188,59228.05,56508.36994349757,56374.77873349231
189,59228.05,56508.36994349757,56496.04989786556
190,59228.05,56508.36994349757,56579.730047764606
191,59228.05,56579.730047764606,56657.08000783006
192,59228.05,56579.730047764606,56473.61232120867
193,59228.05,56657.08000783006,56585.90999935822
194,59228.05,56657.08000783006,56512.67999812996
195,59228.05,56657.08000783006,56497.36244470535
196,59228.05,56657.08000783006,56512.97991455484
197,59228.05,56657.08000783006,56602.39117557644
198,59228.05,56657.08000783006,56635.219990057056
199,59228.05,56657.08000783006,56615.76001453962
200,59228.05,56657.08000783006,56329.81997737699
201,0.0,0.0,56173.230073237915
