iteration,hub abs. gap,hub rel. gap
445,2993.3500018056657,0.026296561912229198
446,2993.3500018056657,0.026296561912229198
447,2993.3500018056657,0.026296561912229198
448,2993.3500018056657,0.026296561912229198
449,2993.3500018056657,0.026296561912229198
450,2993.3500018056657,0.026296561912229198
451,2993.3500018056657,0.026296561912229198
452,2993.3500018056657,0.026296561912229198
453,2993.3500018056657,0.026296561912229198
454,2993.3500018056657,0.026296561912229198
455,2993.3500018056657,0.026296561912229198
456,2915.610001484936,0.02559613570894446
457,2915.610001484936,0.02559613570894446
458,2915.610001484936,0.02559613570894446
459,2915.610001484936,0.02559613570894446
460,2915.610001484936,0.02559613570894446
461,2915.610001484936,0.02559613570894446
462,2915.610001484936,0.02559613570894446
463,2915.610001484936,0.02559613570894446
464,2915.610001484936,0.02559613570894446
465,2915.610001484936,0.02559613570894446
466,2915.610001484936,0.02559613570894446
467,2915.610001484936,0.02559613570894446
468,2915.610001484936,0.02559613570894446
469,2915.610001484936,0.02559613570894446
470,2915.610001484936,0.02559613570894446
471,2903.0839638391044,0.025483367338125368
472,2847.399395183762,0.024982354947400767
473,2847.399395183762,0.024982354947400767
474,2847.399395183762,0.024982354947400767
475,2829.7315363397793,0.02482349369583195
476,2829.7315363397793,0.02482349369583195
477,2673.680001257482,0.023422485520271246
478,2652.975736890192,0.023236893394397058
479,2652.975736890192,0.023236893394397058
480,2652.975736890192,0.023236893394397058
481,2652.975736890192,0.023236893394397058
482,2652.975736890192,0.023236893394397058
483,2652.975736890192,0.023236893394397058
484,2652.975736890192,0.023236893394397058
485,2613.571402028989,0.022883860547655087
486,2521.510935426035,0.022060017475250934
487,2521.510935426035,0.022060017475250934
488,2521.510935426035,0.022060017475250934
489,2521.510935426035,0.022060017475250934
490,2521.510935426035,0.022060017475250934
491,2521.510935426035,0.022060017475250934
492,2521.510935426035,0.022060017475250934
493,2521.510935426035,0.022060017475250934
494,2521.510935426035,0.022060017475250934
495,2521.510935426035,0.022060017475250934
496,2521.510935426035,0.022060017475250934
497,2521.510935426035,0.022060017475250934
498,2521.510935426035,0.022060017475250934
499,2521.510935426035,0.022060017475250934
500,2521.510935426035,0.022060017475250934
