iteration,hub abs. gap,hub rel. gap
0,inf,inf
1,inf,inf
2,inf,inf
3,inf,inf
4,inf,inf
5,inf,inf
6,inf,inf
7,inf,inf
8,inf,inf
9,inf,inf
10,inf,inf
11,inf,inf
12,inf,inf
13,inf,inf
14,inf,inf
15,inf,inf
16,inf,inf
17,inf,inf
18,inf,inf
19,inf,inf
20,inf,inf
21,inf,inf
22,inf,inf
23,inf,inf
24,inf,inf
25,inf,inf
26,inf,inf
27,inf,inf
28,inf,inf
29,inf,inf
30,inf,inf
31,inf,inf
32,inf,inf
33,inf,inf
34,inf,inf
35,inf,inf
36,inf,inf
37,inf,inf
38,inf,inf
39,inf,inf
40,inf,inf
41,inf,inf
42,inf,inf
43,inf,inf
44,inf,inf
45,inf,inf
46,inf,inf
47,inf,inf
48,inf,inf
49,inf,inf
50,inf,inf
51,inf,inf
52,inf,inf
53,inf,inf
54,inf,inf
55,inf,inf
56,inf,inf
57,inf,inf
58,inf,inf
59,inf,inf
60,inf,inf
61,inf,inf
62,inf,inf
63,inf,inf
64,inf,inf
65,inf,inf
66,inf,inf
67,inf,inf
68,inf,inf
69,inf,inf
70,inf,inf
71,inf,inf
72,inf,inf
73,inf,inf
74,inf,inf
75,inf,inf
76,inf,inf
77,inf,inf
78,inf,inf
79,inf,inf
80,inf,inf
81,inf,inf
82,inf,inf
83,inf,inf
84,inf,inf
85,inf,inf
86,inf,inf
87,inf,inf
88,inf,inf
89,inf,inf
90,inf,inf
91,inf,inf
92,inf,inf
93,inf,inf
94,inf,inf
95,inf,inf
96,inf,inf
97,inf,inf
98,inf,inf
99,inf,inf
100,inf,inf
101,inf,inf
102,inf,inf
103,inf,inf
104,inf,inf
105,inf,inf
106,inf,inf
107,inf,inf
108,inf,inf
109,inf,inf
110,inf,inf
111,inf,inf
112,inf,inf
113,inf,inf
114,inf,inf
115,inf,inf
116,inf,inf
117,inf,inf
118,inf,inf
119,inf,inf
120,inf,inf
121,inf,inf
122,inf,inf
123,inf,inf
124,inf,inf
125,inf,inf
126,inf,inf
127,inf,inf
128,inf,inf
129,inf,inf
130,inf,inf
131,inf,inf
132,inf,inf
133,inf,inf
134,inf,inf
135,inf,inf
136,inf,inf
137,inf,inf
138,inf,inf
139,inf,inf
140,inf,inf
141,inf,inf
142,inf,inf
143,inf,inf
144,inf,inf
145,inf,inf
146,inf,inf
147,inf,inf
148,inf,inf
149,inf,inf
150,inf,inf
151,inf,inf
152,inf,inf
153,inf,inf
154,inf,inf
155,inf,inf
156,inf,inf
157,inf,inf
158,inf,inf
159,inf,inf
160,inf,inf
161,inf,inf
162,inf,inf
163,inf,inf
164,inf,inf
165,inf,inf
166,inf,inf
167,inf,inf
168,inf,inf
169,inf,inf
170,inf,inf
171,inf,inf
172,inf,inf
173,inf,inf
174,inf,inf
175,inf,inf
176,inf,inf
177,inf,inf
178,inf,inf
179,inf,inf
180,inf,inf
181,inf,inf
182,inf,inf
183,inf,inf
184,inf,inf
185,inf,inf
186,inf,inf
187,inf,inf
188,inf,inf
189,inf,inf
190,inf,inf
191,inf,inf
192,inf,inf
193,inf,inf
194,inf,inf
195,inf,inf
196,inf,inf
197,inf,inf
198,inf,inf
199,inf,inf
200,inf,inf
201,inf,inf
202,inf,inf
203,inf,inf
204,inf,inf
205,inf,inf
206,inf,inf
207,inf,inf
208,inf,inf
209,inf,inf
210,inf,inf
211,inf,inf
212,inf,inf
213,inf,inf
214,inf,inf
215,inf,inf
216,inf,inf
217,inf,inf
218,inf,inf
219,inf,inf
220,inf,inf
221,inf,inf
222,inf,inf
223,inf,inf
224,inf,inf
225,inf,inf
226,inf,inf
227,inf,inf
228,inf,inf
229,inf,inf
230,inf,inf
231,inf,inf
232,inf,inf
233,inf,inf
234,inf,inf
235,inf,inf
236,inf,inf
237,inf,inf
238,inf,inf
239,inf,inf
240,inf,inf
241,inf,inf
242,inf,inf
243,inf,inf
244,inf,inf
245,inf,inf
246,inf,inf
247,inf,inf
248,inf,inf
249,inf,inf
250,inf,inf
251,inf,inf
252,inf,inf
253,inf,inf
254,inf,inf
255,inf,inf
256,inf,inf
257,inf,inf
258,inf,inf
259,inf,inf
260,inf,inf
261,inf,inf
262,inf,inf
263,inf,inf
264,inf,inf
265,inf,inf
266,inf,inf
267,inf,inf
268,inf,inf
269,inf,inf
270,inf,inf
271,inf,inf
272,inf,inf
273,inf,inf
274,inf,inf
275,inf,inf
276,inf,inf
277,inf,inf
278,inf,inf
279,inf,inf
280,inf,inf
281,inf,inf
282,inf,inf
283,inf,inf
284,inf,inf
285,inf,inf
286,inf,inf
287,inf,inf
288,inf,inf
289,inf,inf
290,inf,inf
291,inf,inf
292,inf,inf
293,inf,inf
294,inf,inf
295,inf,inf
296,inf,inf
297,inf,inf
298,inf,inf
299,inf,inf
300,inf,inf
301,inf,inf
302,inf,inf
303,inf,inf
304,inf,inf
305,inf,inf
306,inf,inf
307,inf,inf
308,inf,inf
309,inf,inf
310,inf,inf
311,inf,inf
312,inf,inf
313,inf,inf
314,inf,inf
315,inf,inf
316,inf,inf
317,inf,inf
318,inf,inf
319,inf,inf
320,inf,inf
321,inf,inf
322,inf,inf
323,inf,inf
324,inf,inf
325,inf,inf
326,inf,inf
327,inf,inf
328,inf,inf
329,inf,inf
330,inf,inf
331,inf,inf
332,inf,inf
333,inf,inf
334,inf,inf
335,inf,inf
336,inf,inf
337,inf,inf
338,inf,inf
339,inf,inf
340,inf,inf
341,inf,inf
342,inf,inf
343,inf,inf
344,inf,inf
345,inf,inf
346,inf,inf
347,inf,inf
348,inf,inf
349,inf,inf
350,inf,inf
351,inf,inf
352,inf,inf
353,4826.69166603568,0.043096566294476446
354,4776.908265756341,0.04263310957723101
355,4682.303332671581,0.04175352244041599
356,4632.650000476977,0.04129246535620114
357,4582.789999761604,0.04082989972340659
358,4582.789999761604,0.04082989972340659
359,4582.789999761604,0.04082989972340659
360,4578.719998695931,0.040792159289294014
361,4578.719998695931,0.040792159289294014
362,4578.719998695931,0.040792159289294014
363,4575.560000778612,0.04076285904841955
364,4575.560000778612,0.04076285904841955
365,4575.560000778612,0.04076285904841955
366,4575.560000778612,0.04076285904841955
367,4551.479998658804,0.04053963780040954
368,4369.470001133508,0.03885550004226204
369,4368.200001233825,0.03884376789067324
370,4364.210871199393,0.038806918368363155
371,4364.210871199393,0.038806918368363155
372,4364.210871199393,0.038806918368363155
373,4355.1500013888435,0.03872322844613192
374,4355.1500013888435,0.03872322844613192
375,4336.960910204434,0.038555267213411494
376,4336.960910204434,0.038555267213411494
377,4320.984593611851,0.03840778392831952
378,4289.704593585993,0.038119147940994046
379,4265.747787623695,0.03789819516076125
380,4265.747787623695,0.03789819516076125
381,4250.247787494256,0.03775528930956406
382,4250.247787494256,0.03775528930956406
383,4250.247787494256,0.03775528930956406
384,4250.247787494256,0.03775528930956406
385,4250.247787494256,0.03775528930956406
386,4250.247787494256,0.03775528930956406
387,4250.247787494256,0.03775528930956406
388,4250.247787494256,0.03775528930956406
389,4250.247787494256,0.03775528930956406
390,4250.247787494256,0.03775528930956406
391,4250.247787494256,0.03775528930956406
392,4250.247787494256,0.03775528930956406
393,4250.247787494256,0.03775528930956406
394,4250.247787494256,0.03775528930956406
395,4220.375790888647,0.0374799884722101
396,4129.566170527163,0.03664398166011159
397,3893.5942700747983,0.03447787556350417
398,3893.5942700747983,0.03447787556350417
399,3893.5942700747983,0.03447787556350417
400,3893.5942700747983,0.03447787556350417
401,3893.5942700747983,0.03447787556350417
402,3816.267271939476,0.03377001961207741
403,3788.4200014182425,0.0335153412246586
404,3788.4200014182425,0.0335153412246586
405,3770.8700014112255,0.03335490141087249
406,3770.8700014112255,0.03335490141087249
407,3766.5597035450483,0.033315504848326426
408,3753.3581831465854,0.033194860291860404
409,3753.3581831465854,0.033194860291860404
410,3753.3581831465854,0.033194860291860404
411,3753.3581831465854,0.033194860291860404
412,3753.3581831465854,0.033194860291860404
413,3600.7100007560075,0.031801899813386596
414,3600.7100007560075,0.031801899813386596
415,3600.7100007560075,0.031801899813386596
416,3543.4399980628805,0.03128026228374487
417,3521.348678869821,0.03107918686865493
418,3521.348678869821,0.03107918686865493
419,3521.348678869821,0.03107918686865493
420,3521.348678869821,0.03107918686865493
421,3521.348678869821,0.03107918686865493
422,3521.348678869821,0.03107918686865493
423,3521.348678869821,0.03107918686865493
424,3518.9227809704316,0.031057111098808075
425,3518.9227809704316,0.031057111098808075
426,3499.0019537439366,0.03087586650539108
427,3495.7886955394933,0.030846637458546423
428,3495.344058787072,0.03084259300019368
429,3494.0308008026477,0.030830647665471823
430,3493.986164050235,0.030830241656472763
431,3491.8729060759797,0.030811020154644344
432,3442.6727260325133,0.030363713975426997
433,3388.0747658067557,0.02986778778428194
434,3388.0747658067557,0.02986778778428194
435,3388.0747658067557,0.02986778778428194
436,3362.261983268487,0.029633490338398787
437,3362.261983268487,0.029633490338398787
438,3362.261983268487,0.029633490338398787
439,3091.4815400792286,0.027182080153646582
440,3091.4815400792286,0.027182080153646582
441,3091.4815400792286,0.027182080153646582
442,3091.4815400792286,0.027182080153646582
443,3012.410001733937,0.02646843582536963
444,3012.410001733937,0.02646843582536963
